1455.62,QQQ,SOXX,TQQQ,SOXL,TECL,SGOV
2023-01-09,270.54,123.46,9.01,,22.87,100.21
2023-01-10,272.83,125.05,9.24,,23.29,100.21
2023-01-11,277.55,126.67,9.7,,24.49,100.21
2023-01-12,279.05,128.21,9.85,,25.04,100.28
2023-01-13,280.97,128.74,10.05,,25.24,100.29
2023-01-17,281.54,128.88,10.1,,25.57,100.28
2023-01-18,277.88,128.21,9.73,,24.6,100.31
2023-01-19,275.15,124.61,9.43,,23.75,100.33
2023-01-20,282.68,128.51,10.19,,25.61,100.35
2023-01-23,288.96,134.96,10.86,,27.35,100.35
2023-01-24,288.37,133.94,10.8,,27.31,100.38
2023-01-25,287.73,134.31,10.72,,27.09,100.39
2023-01-26,293.34,136.57,11.34,,28.39,100.42
2023-01-27,296.26,135.7,11.66,,28.72,100.43
2023-01-30,290.27,132.1,10.97,,27.11,100.46
2023-01-31,294.62,134.56,11.45,,28.23,100.46
2023-02-01,300.92,141.58,12.19,,30.2,100.08
2023-02-02,311.72,144.86,13.45,,32.66,100.13
2023-02-03,306.18,142.03,12.76,,31.84,100.14
2023-02-06,303.59,139.72,12.44,,30.69,100.14
2023-02-07,309.88,144.17,13.2,,32.96,100.16
2023-02-08,304.37,141.07,12.49,,31.76,100.17
2023-02-09,301.68,141.43,12.16,,31.28,100.21
2023-02-10,299.7,139.18,11.91,,30.75,100.22
2023-02-13,304.5,141.22,12.48,,32.34,100.24
2023-02-14,306.75,143.79,12.74,,32.65,100.23
2023-02-15,309.1,144.37,13.03,,33.17,100.26
2023-02-16,303.3,140.83,12.28,,31.42,100.3
2023-02-17,301.16,138.64,12.02,,30.24,100.31
2023-02-21,294.03,134.15,11.18,,28.09,100.33
2023-02-22,294.25,133.51,11.19,,27.94,100.35
2023-02-23,296.82,137.9,11.47,,29.3,100.39
2023-02-24,291.85,135.43,10.89,,27.73,100.4
2023-02-27,293.94,136.14,11.12,,28.16,100.41
2023-02-28,293.56,136.61,11.06,,27.98,100.43
2023-03-01,291.2,136.65,10.8,,27.34,100.16
2023-03-02,293.61,137.74,11.06,,28.35,100.21
2023-03-03,299.68,139.86,11.73,,30.13,100.22
2023-03-06,300.02,138.24,11.78,,30.6,100.21
2023-03-07,296.34,136.78,11.34,,29.43,100.24
2023-03-08,297.82,140.42,11.49,,30.15,100.25
2023-03-09,292.66,137.63,10.89,,28.84,100.28
2023-03-10,288.55,134.97,10.44,,27.31,100.3
2023-03-13,290.69,135.01,10.66,,27.71,100.33
2023-03-14,297.37,138.95,11.39,,29.62,100.35
2023-03-15,298.93,137.33,11.56,,29.66,100.39
2023-03-16,306.81,142.7,12.47,,32.16,100.41
2023-03-17,305.36,141.81,12.28,,32.03,100.42
2023-03-20,305.97,143.31,12.41,,32.25,100.43
2023-03-21,310.34,143.6,12.94,,32.93,100.46
2023-03-22,306.12,142.17,12.34,,31.94,100.45
2023-03-23,309.75,145.68,12.78,,33.52,100.49
2023-03-24,310.89,143.15,12.91,,33.73,100.53
2023-03-27,308.76,141.47,12.65,,32.96,100.51
2023-03-28,307.12,140.41,12.44,,32.48,100.54
2023-03-29,312.72,144.92,13.11,,34.5,100.55
2023-03-30,315.68,147.31,13.47,,35.66,100.57
2023-03-31,320.93,148.22,14.13,,37.18,100.58
2023-04-03,320.15,146.94,14.03,,36.99,100.23
2023-04-04,319.07,144.2,13.89,,36.4,100.25
2023-04-05,315.92,141.7,13.44,,35.13,100.29
2023-04-06,318.05,140.97,13.72,,35.67,100.32
2023-04-10,317.87,143.46,13.69,,35.59,100.33
2023-04-11,315.83,142.71,13.42,,34.6,100.33
2023-04-12,313.04,140.1,13.06,,34.03,100.35
2023-04-13,319.17,141.25,13.81,,35.87,100.41
2023-04-14,318.57,141.03,13.73,,35.23,100.42
2023-04-17,318.84,141.03,13.75,,35.61,100.42
2023-04-18,318.86,141.64,13.76,,35.93,100.44
2023-04-19,318.71,140.09,13.73,,35.61,100.47
2023-04-20,316.28,139.96,13.41,,34.9,100.51
2023-04-21,316.61,138.94,13.44,,34.51,100.52
2023-04-24,315.95,138.31,13.35,,34.06,100.53
2023-04-25,309.99,133.67,12.6,,31.87,100.53
2023-04-26,311.87,134.38,12.81,,33.3,100.53
2023-04-27,320.35,134.95,13.85,,35.36,100.56
2023-04-28,322.56,137.38,14.12,,36.49,100.56
2023-05-01,322.19,138.62,14.09,,36.56,100.18
2023-05-02,319.38,137.63,13.71,,35.53,100.2
2023-05-03,317.29,136.05,13.44,,34.61,100.2
2023-05-04,316.17,135.29,13.29,,34.11,100.25
2023-05-05,322.89,138.3,14.1,,36.62,100.26
2023-05-08,323.69,138.88,14.22,,36.56,100.27
2023-05-09,321.64,136.52,13.94,,35.71,100.28
2023-05-10,325.14,137.91,14.4,,36.98,100.3
2023-05-11,326.2,137.01,14.52,,36.46,100.36
2023-05-12,325.03,136.88,14.36,,36.31,100.38
2023-05-15,326.79,140.6,14.59,,37.18,100.37
2023-05-16,327.16,140.33,14.64,,37.31,100.4
2023-05-17,331.12,143.8,15.16,,38.78,100.41
2023-05-18,337.27,148.34,15.98,,41.16,100.44
2023-05-19,336.51,147.58,15.87,,41.04,100.45
2023-05-22,337.64,148.09,16.03,,41.25,100.46
2023-05-23,333.36,146.26,15.41,,39.45,100.48
2023-05-24,331.65,143.64,15.16,,38.56,100.48
2023-05-25,339.72,153.21,16.26,,42.99,100.54
2023-05-26,348.4,163.22,17.49,,46.59,100.57
2023-05-30,349.98,163.09,17.74,,47.32,100.59
2023-05-31,347.99,158.9,17.38,,46.13,100.59
2023-06-01,352.01,161.63,18.0,,47.48,100.23
2023-06-02,354.65,161.25,18.41,,48.33,100.23
2023-06-05,354.9,158.76,18.45,,47.46,100.25
2023-06-06,354.84,160.67,18.43,,47.4,100.28
2023-06-07,348.82,160.22,17.49,,45.26,100.29
2023-06-08,353.15,161.86,18.09,,46.69,100.33
2023-06-09,354.5,162.29,18.31,,47.35,100.34
2023-06-12,360.49,167.51,19.25,,50.41,100.36
2023-06-13,363.26,169.76,19.67,,51.32,100.37
2023-06-14,365.9,172.17,20.09,,52.86,100.39
2023-06-15,370.26,170.74,20.8,,54.9,100.44
2023-06-16,367.93,169.17,20.4,,53.5,100.44
2023-06-20,366.9,167.8,20.3,,52.38,100.47
2023-06-21,361.9,163.71,19.42,,49.99,100.48
2023-06-22,366.17,164.47,20.07,,51.27,100.52
2023-06-23,362.54,161.57,19.48,,49.49,100.54
2023-06-26,357.68,162.1,18.7,,48.36,100.55
2023-06-27,363.83,167.76,19.63,,51.27,100.56
2023-06-28,364.54,166.47,19.75,,51.32,100.59
2023-06-29,363.81,166.51,19.61,,51.63,100.63
2023-06-30,369.42,169.09,20.5,,54.02,100.63
2023-07-03,370.29,170.59,20.64,,53.63,100.26
2023-07-05,370.28,166.82,20.62,,52.65,100.27
2023-07-06,367.46,164.72,20.14,,52.13,100.31
2023-07-07,366.24,164.79,19.93,,51.41,100.32
2023-07-10,366.36,168.22,19.95,,51.83,100.33
2023-07-11,368.17,168.22,20.24,,52.17,100.34
2023-07-12,372.82,171.36,20.99,,53.92,100.36
2023-07-13,379.15,174.9,22.03,,55.99,100.4
2023-07-14,379.07,172.71,22.01,,55.67,100.41
2023-07-17,382.61,176.84,22.62,,57.83,100.43
2023-07-18,385.74,177.17,23.16,,59.78,100.44
2023-07-19,385.65,175.07,23.16,,59.31,100.46
2023-07-20,376.76,168.7,21.53,,55.7,100.5
2023-07-21,375.63,170.22,21.34,,55.55,100.51
2023-07-24,376.23,170.22,21.43,,55.9,100.53
2023-07-25,378.78,173.08,21.86,,57.74,100.54
2023-07-26,377.52,170.69,21.64,,55.42,100.56
2023-07-27,376.62,173.9,21.45,,54.9,100.6
2023-07-28,383.48,177.7,22.61,,57.1,100.62
2023-07-31,383.68,178.43,22.66,,57.46,100.62
2023-08-01,382.79,178.55,22.48,,57.75,100.2
2023-08-02,374.39,171.71,21.01,,53.43,100.23
2023-08-03,373.79,171.27,20.86,,52.79,100.26
2023-08-04,372.04,171.0,20.57,,50.55,100.28
2023-08-07,375.19,172.8,21.08,,50.96,100.29
2023-08-08,372.0,170.05,20.54,,49.75,100.3
2023-08-09,367.91,166.93,19.85,,47.79,100.33
2023-08-10,368.59,166.26,19.94,,47.83,100.36
2023-08-11,366.24,162.23,19.55,,46.72,100.37
2023-08-14,370.35,166.91,20.19,,48.93,100.4
2023-08-15,366.42,164.12,19.58,,47.43,100.41
2023-08-16,362.54,160.95,18.92,,46.1,100.43
2023-08-17,358.58,159.37,18.28,,44.73,100.47
2023-08-18,358.13,160.23,18.2,,44.85,100.48
2023-08-21,363.9,164.83,19.08,,47.44,100.49
2023-08-22,363.38,163.38,19.0,,47.24,100.5
2023-08-23,369.11,166.72,19.89,,49.78,100.53
2023-08-24,361.22,161.21,18.58,,46.26,100.57
2023-08-25,364.02,161.9,19.02,,47.71,100.58
2023-08-28,366.76,163.95,19.44,,48.8,100.6
2023-08-29,374.77,168.26,20.68,,51.68,100.62
2023-08-30,376.86,169.05,21.03,,52.87,100.62
2023-08-31,377.99,170.22,21.22,,53.56,100.67
2023-09-01,377.59,170.67,21.15,,54.02,100.27
2023-09-05,378.07,170.61,21.2,,54.61,100.28
2023-09-06,374.74,169.38,20.64,,52.88,100.3
2023-09-07,372.06,165.5,20.19,,50.51,100.35
2023-09-08,372.58,164.64,20.25,,50.83,100.36
2023-09-11,376.97,164.55,20.94,,51.57,100.37
2023-09-12,372.79,163.15,20.27,,48.71,100.38
2023-09-13,374.21,163.99,20.47,,49.15,100.41
2023-09-14,377.27,165.16,20.95,,50.16,100.44
2023-09-15,370.81,160.4,19.88,,47.26,100.46
2023-09-18,370.66,160.94,19.92,,47.87,100.47
2023-09-19,369.87,159.59,19.8,,47.83,100.48
2023-09-20,364.54,156.97,18.88,,45.52,100.51
2023-09-21,357.86,154.07,17.8,,43.4,100.54
2023-09-22,357.91,155.35,17.82,,43.64,100.56
2023-09-25,359.61,156.49,18.05,,44.11,100.58
2023-09-26,354.21,153.1,17.25,,41.68,100.58
2023-09-27,355.04,154.45,17.35,,41.86,100.61
2023-09-28,358.01,157.31,17.77,,42.71,100.64
2023-09-29,358.27,157.88,17.81,,43.09,100.67
2023-10-02,361.26,158.68,18.24,,44.52,100.27
2023-10-03,354.92,155.4,17.27,,42.2,100.28
2023-10-04,359.75,157.46,17.97,,43.75,100.3
2023-10-05,358.69,156.7,17.78,,43.92,100.36
2023-10-06,364.7,160.06,18.67,,46.35,100.37
2023-10-09,366.56,159.66,18.95,,47.05,100.38
2023-10-10,368.59,161.71,19.26,,47.26,100.38
2023-10-11,371.22,162.93,19.67,,48.5,100.4
2023-10-12,369.93,163.34,19.44,,48.58,100.45
2023-10-13,365.28,158.9,18.7,,46.5,100.45
2023-10-16,369.41,161.15,19.33,,47.85,100.48
2023-10-17,368.2,159.97,19.15,,47.17,100.49
2023-10-18,363.37,157.09,18.34,,45.62,100.51
2023-10-19,359.97,154.67,17.85,,44.88,100.55
2023-10-20,354.6,152.43,17.05,,42.53,100.57
2023-10-23,355.67,151.56,17.19,,42.67,100.59
2023-10-24,359.13,153.62,17.68,,43.55,100.6
2023-10-25,350.34,147.41,16.39,,42.03,100.6
2023-10-26,343.66,146.53,15.43,,39.55,100.66
2023-10-27,345.31,148.11,15.65,,40.18,100.66
2023-10-30,349.2,146.13,16.16,,41.47,100.68
2023-10-31,350.87,147.46,16.39,,42.36,100.7
2023-11-01,356.96,150.93,17.24,,44.8,100.29
2023-11-02,363.44,154.36,18.15,,47.08,100.33
2023-11-03,367.71,158.42,18.79,,48.43,100.34
2023-11-06,369.21,158.13,19.0,,49.39,100.36
2023-11-07,372.7,159.13,19.54,,51.04,100.36
2023-11-08,372.94,159.29,19.58,,51.86,100.38
2023-11-09,370.07,158.53,19.11,,51.1,100.43
2023-11-10,378.39,164.92,20.39,,55.0,100.43
2023-11-13,377.21,163.32,20.2,,54.04,100.44
2023-11-14,385.33,169.36,21.47,,57.3,100.48
2023-11-15,385.62,170.59,21.53,,57.48,100.48
2023-11-16,385.95,170.67,21.57,,58.33,100.53
2023-11-17,386.04,171.87,21.58,,57.92,100.55
2023-11-20,390.74,174.4,22.35,,60.48,100.56
2023-11-21,388.47,171.14,21.94,,58.92,100.59
2023-11-22,390.06,171.69,22.2,,59.68,100.63
2023-11-24,389.51,171.81,22.09,,59.28,100.66
2023-11-27,389.17,171.57,22.02,,59.23,100.66
2023-11-28,390.19,170.57,22.2,,59.56,100.67
2023-11-29,389.81,172.42,22.12,,59.75,100.7
2023-11-30,388.83,171.22,21.93,,59.82,100.73
2023-12-01,389.94,172.02,22.12,,60.25,100.32
2023-12-04,386.32,170.09,21.49,,58.08,100.33
2023-12-05,387.29,169.13,21.65,,59.07,100.35
2023-12-06,385.05,168.08,21.26,,57.54,100.35
2023-12-07,390.43,172.59,22.15,,59.6,100.4
2023-12-08,392.17,173.95,22.42,,61.11,100.41
2023-12-11,395.52,179.89,22.99,,62.65,100.43
2023-12-12,398.67,181.18,23.54,,63.9,100.44
2023-12-13,403.74,183.97,24.37,,65.57,100.45
2023-12-14,403.39,189.07,24.33,,65.0,100.05
2023-12-15,405.34,189.78,24.62,,66.01,100.06
2023-12-18,407.08,189.25,25.14,,66.54,100.07
2023-12-19,409.16,190.26,25.51,,67.26,100.1
2023-12-20,403.08,184.26,24.27,,64.23,100.11
2023-12-21,407.77,189.36,25.08,,66.24,100.17
2023-12-22,408.38,189.96,25.17,,66.37,100.18
2023-12-26,410.88,193.32,25.64,,67.27,100.19
2023-12-27,411.5,193.82,25.77,,67.3,100.2
2023-12-28,411.3,193.45,25.7,,67.46,100.26
2023-12-29,409.52,192.03,25.35,,66.71,100.27
2024-01-02,402.59,185.12,24.07,,61.59,100.29
2024-01-03,398.33,181.14,23.3,,59.47,100.3
2024-01-04,396.28,179.62,22.91,,58.16,100.35
2024-01-05,396.75,180.61,22.99,,58.15,100.36
2024-01-08,404.95,186.5,24.38,,62.52,100.39
2024-01-09,405.75,186.56,24.53,,62.75,100.4
2024-01-10,408.5,185.93,25.02,,64.35,100.42
2024-01-11,409.35,186.62,25.14,,65.22,100.48
2024-01-12,409.56,185.8,25.17,,65.83,100.49
2024-01-16,409.52,188.43,25.16,,66.3,100.5
2024-01-17,407.21,186.7,24.72,,65.3,100.51
2024-01-18,412.99,192.87,25.78,,69.23,100.55
2024-01-19,421.18,200.41,27.27,,73.91,100.58
2024-01-22,421.73,201.07,27.38,,74.81,100.59
2024-01-23,423.48,202.4,27.7,,75.75,100.61
2024-01-24,425.83,205.35,28.16,,77.29,100.62
2024-01-25,426.35,204.78,28.24,,78.18,100.67
2024-01-26,423.81,199.26,27.72,,75.38,100.67
2024-01-29,428.15,201.33,28.53,,77.46,100.68
2024-01-30,425.3,198.22,27.97,,75.6,100.71
2024-01-31,416.97,195.35,26.32,,70.77,100.71
2024-02-01,421.88,196.32,27.25,,73.49,100.31
2024-02-02,429.01,198.82,28.62,,75.58,100.32
2024-02-05,428.45,201.54,28.48,,76.13,100.34
2024-02-06,427.59,199.19,28.31,,74.99,100.35
2024-02-07,431.99,202.24,29.16,,78.01,100.37
2024-02-08,432.79,205.71,29.27,,78.69,100.4
2024-02-09,437.05,209.81,30.14,,81.85,100.43
2024-02-12,435.34,209.43,29.78,,79.88,100.43
2024-02-13,428.55,205.13,28.37,,75.83,100.45
2024-02-14,433.22,209.76,29.27,,78.12,100.47
2024-02-15,434.51,209.56,29.51,,77.51,100.52
2024-02-16,430.57,208.37,28.7,,75.38,100.53
2024-02-20,427.32,204.87,28.04,,73.06,100.55
2024-02-21,425.61,204.4,27.69,,71.59,100.56
2024-02-22,438.07,214.47,30.08,,78.56,100.6
2024-02-23,436.78,212.16,29.81,,77.95,100.63
2024-02-26,436.55,214.25,29.77,,78.24,100.64
2024-02-27,437.6,214.04,29.95,,78.43,100.66
2024-02-28,435.27,211.63,29.47,,77.28,100.67
2024-02-29,439.0,217.36,30.18,,79.87,100.7
2024-03-01,445.61,226.61,31.57,,84.1,100.32
2024-03-04,444.02,228.84,31.19,,84.09,100.33
2024-03-05,436.05,224.35,29.52,,77.86,100.34
2024-03-06,438.79,229.87,30.07,,79.58,100.36
2024-03-07,445.45,237.75,31.41,,83.29,100.41
2024-03-08,439.02,228.13,30.03,,79.53,100.42
2024-03-11,437.39,225.1,29.68,,78.92,100.44
2024-03-12,443.66,229.77,30.94,,83.64,100.45
2024-03-13,440.25,224.17,30.22,,80.88,100.46
2024-03-14,439.14,220.34,29.98,,80.97,100.5
2024-03-15,433.92,218.76,28.88,,77.23,100.52
2024-03-18,437.48,218.59,29.69,,78.39,100.53
2024-03-19,438.57,216.76,29.9,,79.33,100.55
2024-03-20,443.77,220.45,30.85,,82.06,100.56
2024-03-21,445.87,225.18,31.25,,82.18,100.6
2024-03-22,446.38,225.45,31.32,,82.23,100.62
2024-03-25,444.76,224.57,31.0,,80.51,100.64
2024-03-26,443.32,222.88,30.7,,79.58,100.65
2024-03-27,444.83,225.68,30.98,,80.64,100.7
2024-03-28,444.01,225.92,30.78,,80.14,100.71
2024-04-01,444.95,228.3,30.97,,80.74,100.29
2024-04-02,441.11,224.78,30.14,,78.44,100.31
2024-04-03,442.1,225.41,30.34,,78.96,100.32
2024-04-04,435.34,219.03,28.91,,75.22,100.37
2024-04-05,440.47,221.63,29.93,,77.69,100.38
2024-04-08,440.6,222.2,29.95,,77.41,100.4
2024-04-09,442.23,224.59,30.26,,78.47,100.41
2024-04-10,438.37,220.49,29.47,,75.69,100.43
2024-04-11,445.37,225.47,30.85,,79.98,100.47
2024-04-12,438.27,218.07,29.36,,76.26,100.48
2024-04-15,431.06,215.31,27.89,,71.86,100.5
2024-04-16,431.1,216.94,27.89,,72.03,100.5
2024-04-17,425.84,210.36,26.85,,69.0,100.53
2024-04-18,423.41,206.63,26.38,,66.56,100.56
2024-04-19,414.65,198.39,24.74,,62.35,100.59
2024-04-22,418.82,201.66,25.46,,63.95,100.6
2024-04-23,425.07,205.87,26.59,,66.69,100.61
2024-04-24,426.51,208.54,26.85,,67.66,100.62
2024-04-25,424.45,212.41,26.42,,67.19,100.67
2024-04-26,431.0,216.9,27.64,,69.37,100.69
2024-04-29,432.75,218.55,27.97,,70.2,100.69
2024-04-30,424.59,213.99,26.37,,65.59,100.7
2024-05-01,421.52,206.76,25.8,,63.64,100.31
2024-05-02,426.9,211.41,26.75,,66.27,100.35
2024-05-03,435.48,216.17,28.35,,71.72,100.37
2024-05-06,440.25,220.66,29.28,,74.22,100.38
2024-05-07,440.32,218.71,29.28,,73.48,100.38
2024-05-08,440.06,218.92,29.23,,74.14,100.41
2024-05-09,441.02,218.1,29.39,,73.97,100.44
2024-05-10,442.06,220.24,29.58,,74.7,100.47
2024-05-13,443.08,220.7,29.78,,75.78,100.48
2024-05-14,445.93,224.37,30.33,,77.81,100.48
2024-05-15,452.9,230.67,31.74,,82.99,100.5
2024-05-16,451.98,229.54,31.54,,82.1,100.55
2024-05-17,451.76,228.24,31.47,,81.44,100.56
2024-05-20,454.91,233.26,32.12,,84.27,100.57
2024-05-21,455.8,232.51,32.28,,84.7,100.59
2024-05-22,455.71,235.24,32.26,,85.27,100.6
2024-05-23,453.66,233.92,31.78,,83.2,100.67
2024-05-24,457.95,238.56,32.67,,85.07,100.68
2024-05-28,459.68,242.59,33.03,,86.14,100.69
2024-05-29,456.44,237.58,32.34,,84.46,100.69
2024-05-30,451.55,235.93,31.3,,78.67,100.71
2024-05-31,450.71,234.01,31.26,,79.05,100.75
2024-06-03,453.13,234.39,31.57,,79.64,100.33
2024-06-04,454.37,232.56,31.81,,79.94,100.35
2024-06-05,463.53,242.73,33.72,,85.29,100.37
2024-06-06,463.37,240.74,33.69,,84.46,100.37
2024-06-07,462.96,240.02,33.56,,84.96,100.41
2024-06-10,464.83,243.48,33.92,,85.53,100.43
2024-06-11,468.02,243.37,34.62,,90.27,100.45
2024-06-12,474.15,250.23,35.98,,96.22,100.47
2024-06-13,476.72,252.95,36.56,,98.58,100.48
2024-06-14,479.19,252.04,37.08,,99.44,100.53
2024-06-17,485.06,256.02,38.43,,103.96,100.54
2024-06-18,485.21,259.28,38.45,,104.38,100.57
2024-06-20,481.47,252.24,37.54,,100.71,100.58
2024-06-21,480.18,249.78,37.2,,99.76,100.62
2024-06-24,473.96,242.65,35.94,,92.9,100.63
2024-06-25,479.38,246.38,37.14,,97.77,100.65
2024-06-26,480.37,245.42,37.23,,97.53,100.66
2024-06-27,481.61,244.16,37.5,,97.64,100.67
2024-06-28,479.11,246.63,36.91,,97.38,100.71
2024-07-01,481.92,246.62,37.51,,99.48,100.31
2024-07-02,486.98,250.09,38.67,,100.88,100.32
2024-07-03,491.04,254.26,39.62,,104.92,100.35
2024-07-05,496.16,254.76,40.81,,105.85,100.39
2024-07-08,497.34,259.59,41.08,,107.94,100.41
2024-07-09,497.77,259.47,41.17,,107.54,100.41
2024-07-10,502.96,265.49,42.47,,112.11,100.43
2024-07-11,491.93,256.76,39.67,,103.84,100.45
2024-07-12,494.82,259.89,40.32,,106.41,100.5
2024-07-15,496.15,260.18,40.62,,106.94,100.5
2024-07-16,496.34,261.79,40.65,,105.93,100.52
2024-07-17,481.77,243.17,37.08,,93.61,100.53
2024-07-18,479.49,243.9,36.52,,93.42,100.55
2024-07-19,475.24,236.44,35.53,,89.06,100.59
2024-07-22,482.32,246.24,37.08,,95.23,100.61
2024-07-23,480.62,242.57,36.68,,94.12,100.62
2024-07-24,463.38,229.67,32.72,,82.61,100.63
2024-07-25,458.27,224.55,31.64,,79.6,100.65
2024-07-26,462.97,229.37,32.54,,82.54,100.68
2024-07-29,463.9,228.89,32.73,,81.53,100.71
2024-07-30,457.53,220.58,31.4,,75.33,100.71
2024-07-31,471.07,235.38,34.14,,84.87,100.72
2024-08-01,459.66,218.42,31.68,,75.48,100.3
2024-08-02,448.75,206.81,29.37,,68.75,100.35
2024-08-05,435.37,203.16,26.81,,62.3,100.36
2024-08-06,439.53,205.0,27.48,,64.63,100.38
2024-08-07,434.77,199.29,26.59,,61.27,100.38
2024-08-08,448.07,213.04,29.03,,68.04,100.41
2024-08-09,450.41,211.78,29.42,,68.97,100.44
2024-08-12,451.38,213.0,29.62,,70.67,100.46
2024-08-13,462.58,221.65,31.78,,77.14,100.48
2024-08-14,462.73,221.09,31.83,,78.41,100.5
2024-08-15,474.42,231.72,34.23,,85.06,100.51
2024-08-16,475.03,231.23,34.32,,85.4,100.55
2024-08-19,481.27,235.16,35.65,,89.56,100.56
2024-08-20,480.26,232.05,35.43,,88.59,100.57
2024-08-21,482.5,235.34,35.92,,90.16,100.6
2024-08-22,474.85,227.3,34.19,,84.07,100.6
2024-08-23,480.0,233.39,35.26,,87.84,100.64
2024-08-26,475.34,227.53,34.23,,84.58,100.66
2024-08-27,476.76,230.05,34.52,,86.08,100.67
2024-08-28,471.35,225.9,33.35,,82.64,100.68
2024-08-29,470.66,225.25,33.17,,80.29,100.69
2024-08-30,476.27,231.14,34.31,,83.27,100.74
2024-09-03,461.81,213.5,31.17,,71.71,100.34
2024-09-04,460.61,214.2,30.91,,71.18,100.35
2024-09-05,461.04,213.05,31.01,,70.86,100.38
2024-09-06,448.69,203.93,28.5,,65.55,100.42
2024-09-09,454.46,207.96,29.56,,68.45,100.43
2024-09-10,458.66,210.15,30.35,,71.45,100.45
2024-09-11,468.62,219.91,32.28,,78.71,100.45
2024-09-12,473.22,218.94,33.24,,80.69,100.46
2024-09-13,475.34,222.85,33.67,,81.85,100.52
2024-09-16,473.24,219.88,33.22,,80.78,100.54
2024-09-17,473.49,220.15,33.24,,80.36,100.54
2024-09-18,471.44,217.72,32.81,,78.01,100.57
2024-09-19,483.36,226.99,35.29,,84.53,100.59
2024-09-20,482.44,223.67,35.06,,83.66,100.63
2024-09-23,483.04,224.54,35.33,,83.66,100.66
2024-09-24,485.37,227.26,35.83,,85.28,100.67
2024-09-25,485.82,228.27,35.83,,86.05,100.67
2024-09-26,489.47,236.43,36.6,,89.28,100.68
2024-09-27,486.75,232.68,35.97,,86.77,100.72
2024-09-30,488.07,230.59,36.24,,87.53,100.72
2024-10-01,481.27,224.13,34.71,,81.25,100.33
2024-10-02,481.95,227.15,34.84,,82.86,100.33
2024-10-03,481.59,227.96,34.76,,84.02,100.34
2024-10-04,487.32,231.08,35.99,,86.73,100.38
2024-10-07,482.1,230.45,34.8,,85.0,100.39
2024-10-08,489.3,232.72,36.31,,89.6,100.4
2024-10-09,493.15,235.15,37.19,,92.56,100.42
2024-10-10,492.59,233.5,37.06,,92.37,100.44
2024-10-11,493.36,235.46,37.15,,92.74,100.48
2024-10-14,497.5,239.8,38.1,,96.22,100.48
2024-10-15,490.85,227.36,36.58,,90.3,100.5
2024-10-16,490.91,227.36,36.56,,90.83,100.52
2024-10-17,491.25,229.15,36.67,,91.83,100.52
2024-10-18,494.47,229.36,37.32,,92.46,100.56
2024-10-21,495.42,228.93,37.53,,93.85,100.58
2024-10-22,495.96,228.08,37.63,,93.59,100.59
2024-10-23,488.36,226.04,35.9,,89.56,100.59
2024-10-24,492.32,227.3,36.75,,90.28,100.62
2024-10-25,495.32,229.58,37.37,,91.55,100.66
2024-10-28,495.4,229.72,37.4,,91.51,100.66
2024-10-29,500.16,235.37,38.44,,95.13,100.68
2024-10-30,496.38,227.07,37.58,,90.66,100.68
2024-10-31,483.85,218.26,34.72,,81.79,100.7
2024-11-01,487.43,220.58,35.47,,83.59,100.34
2024-11-04,486.01,219.31,35.13,,83.35,100.35
2024-11-05,492.21,221.87,36.47,,86.84,100.37
2024-11-06,505.58,228.34,39.43,,94.01,100.37
2024-11-07,513.54,233.1,41.28,,99.12,100.39
2024-11-08,514.14,231.36,41.38,,98.65,100.44
2024-11-11,513.84,225.57,41.3,,97.1,100.43
2024-11-12,512.91,223.11,41.08,,97.3,100.44
2024-11-13,512.25,218.37,40.9,,96.73,100.47
2024-11-14,508.69,218.24,40.03,,95.35,100.47
2024-11-15,496.57,211.21,37.13,,88.46,100.52
2024-11-18,500.02,213.94,37.88,,89.01,100.53
2024-11-19,503.46,214.35,38.65,,91.22,100.54
2024-11-20,503.17,212.71,38.6,,90.76,100.56
2024-11-21,504.98,216.08,38.98,,93.61,100.56
2024-11-22,505.79,216.17,39.12,,93.62,100.59
2024-11-25,506.59,218.28,39.31,,93.53,100.6
2024-11-26,509.31,215.45,39.92,,94.99,100.62
2024-11-27,505.3,212.56,38.95,,91.08,100.64
2024-11-29,509.74,215.4,39.94,,93.51,100.68
2024-12-02,515.29,221.06,41.24,,96.14,100.32
2024-12-03,516.87,219.81,41.6,,97.14,100.33
2024-12-04,523.26,222.72,43.12,,102.52,100.35
2024-12-05,521.81,218.51,42.77,,100.84,100.36
2024-12-06,526.48,219.83,43.87,,101.85,100.41
2024-12-09,522.38,218.77,42.85,,99.98,100.42
2024-12-10,520.6,213.57,42.38,,95.72,100.44
2024-12-11,529.92,218.94,44.65,,99.87,100.44
2024-12-12,526.5,217.24,43.76,,98.16,100.45
2024-12-13,530.53,223.3,44.7,,99.3,100.5
2024-12-16,538.17,227.44,46.65,,102.21,100.51
2024-12-17,535.8,223.87,46.02,,100.43,100.51
2024-12-18,516.47,215.59,41.04,,90.84,100.16
2024-12-19,514.17,211.97,40.47,,90.93,100.18
2024-12-20,518.66,214.82,41.51,,95.02,100.2
2024-12-23,522.87,221.32,42.53,,97.76,100.22
2024-12-24,529.96,223.6,44.22,,100.66,100.25
2024-12-26,529.6,223.53,44.12,,100.91,100.26
2024-12-27,522.56,221.64,42.33,,96.74,100.29
2024-12-30,515.61,217.28,40.63,,93.02,100.29
2024-12-31,511.23,215.49,39.56,,90.55,100.32
