1455.62,QQQ,SOXX,TQQQ,SOXL,TECL,SGOV
2018-11-23,159.21,53.4,5.3,,9.68,
2018-11-26,162.89,54.37,5.66,,10.34,
2018-11-27,163.44,54.45,5.72,,10.41,
2018-11-28,168.7,55.72,6.26,,11.48,
2018-11-29,168.15,55.31,6.21,,11.17,
2018-11-30,169.37,56.08,6.34,,11.49,
2018-12-03,172.33,57.56,6.66,,12.24,
2018-12-04,165.72,54.8,5.93,,10.82,
2018-12-06,166.89,54.52,6.01,,10.89,
2018-12-07,161.38,52.49,5.43,,9.73,
2018-12-10,163.07,53.16,5.6,,10.15,
2018-12-11,163.61,53.5,5.66,,10.18,
2018-12-12,165.05,54.26,5.8,,10.43,
2018-12-13,165.1,54.15,5.8,,10.47,
2018-12-14,161.08,53.38,5.36,,9.69,
2018-12-17,157.43,52.58,5.02,,9.08,
2018-12-18,158.42,53.27,5.1,,9.29,
2018-12-19,154.53,51.01,4.73,,8.75,
2018-12-20,152.29,50.65,4.54,,8.27,
2018-12-21,147.57,49.79,4.1,,7.48,
2018-12-24,143.5,48.33,3.8,,6.9,
2018-12-26,152.46,51.23,4.48,,8.12,
2018-12-27,153.05,51.57,4.55,,8.35,
2018-12-28,152.97,51.94,4.53,,8.27,
2018-12-31,154.26,52.3,4.63,,8.5,
2019-01-02,154.88,52.64,4.7,,8.5,
2019-01-03,149.82,49.57,4.24,,7.25,
2019-01-04,156.23,51.81,4.78,,8.17,
2019-01-07,158.09,52.76,4.94,,8.39,
2019-01-08,159.52,52.53,5.08,,8.61,
2019-01-09,160.82,53.88,5.2,,8.92,
2019-01-10,161.28,54.36,5.25,,9.04,
2019-01-11,160.69,54.94,5.19,,8.99,
2019-01-14,159.27,54.05,5.05,,8.75,
2019-01-15,162.38,54.21,5.33,,9.13,
2019-01-16,162.35,53.71,5.34,,9.15,
2019-01-17,163.63,54.21,5.46,,9.33,
2019-01-18,165.25,55.62,5.61,,9.75,
2019-01-22,161.94,54.02,5.3,,9.25,
2019-01-23,162.15,53.64,5.31,,9.35,
2019-01-24,163.2,56.75,5.4,,9.59,
2019-01-25,165.15,57.93,5.59,,10.0,
2019-01-28,163.11,56.79,5.39,,9.59,
2019-01-29,161.57,55.97,5.24,,9.29,
2019-01-30,165.68,57.59,5.63,,10.14,
2019-01-31,168.16,57.56,5.88,,10.09,
2019-02-01,167.45,58.25,5.8,,10.28,
2019-02-04,169.53,58.55,6.01,,10.77,
2019-02-05,171.03,58.81,6.17,,11.05,
2019-02-06,170.52,60.4,6.12,,11.15,
2019-02-07,168.23,59.09,5.87,,10.68,
2019-02-08,168.56,58.98,5.9,,10.86,
2019-02-11,168.4,59.27,5.89,,10.84,
2019-02-12,170.89,60.53,6.14,,11.28,
2019-02-13,171.01,60.72,6.16,,11.32,
2019-02-14,171.22,60.88,6.18,,11.36,
2019-02-15,171.94,61.2,6.25,,11.62,
2019-02-19,172.28,61.11,6.29,,11.65,
2019-02-20,172.25,61.63,6.29,,11.67,
2019-02-21,171.62,61.18,6.22,,11.7,
2019-02-22,172.89,61.83,6.35,,12.13,
2019-02-25,173.52,62.34,6.42,,12.32,
2019-02-26,173.7,61.95,6.44,,12.39,
2019-02-27,173.59,61.21,6.42,,12.36,
2019-02-28,173.19,61.25,6.38,,12.25,
2019-03-01,174.39,61.79,6.51,,12.48,
2019-03-04,174.42,61.8,6.51,,12.35,
2019-03-05,174.55,61.56,6.53,,12.23,
2019-03-06,173.56,60.54,6.41,,12.03,
2019-03-07,171.43,59.89,6.18,,11.69,
2019-03-08,171.17,59.84,6.14,,11.68,
2019-03-11,174.73,61.23,6.53,,12.44,
2019-03-12,175.69,61.46,6.63,,12.65,
2019-03-13,177.01,61.71,6.78,,12.9,
2019-03-14,176.71,61.37,6.75,,12.97,
2019-03-15,178.35,63.15,6.91,,13.44,
2019-03-18,178.45,63.05,6.98,,13.6,
2019-03-19,179.05,63.87,7.05,,13.66,
2019-03-20,179.76,63.1,7.13,,13.52,
2019-03-21,182.57,65.28,7.46,,14.56,
2019-03-22,178.56,63.44,6.97,,13.5,
2019-03-25,178.22,62.65,6.93,,13.35,
2019-03-26,179.05,63.25,7.02,,13.56,
2019-03-27,177.9,62.36,6.88,,13.34,
2019-03-28,178.31,62.26,6.93,,13.49,
2019-03-29,179.66,63.18,7.08,,13.86,
2019-04-01,182.04,64.76,7.36,,14.43,
2019-04-02,182.73,64.85,7.44,,14.59,
2019-04-03,183.78,66.29,7.57,,14.93,
2019-04-04,183.71,66.43,7.56,,14.76,
2019-04-05,184.66,66.91,7.67,,14.94,
2019-04-08,185.13,67.07,7.73,,15.12,
2019-04-09,184.48,66.37,7.65,,14.9,
2019-04-10,185.47,66.88,7.77,,15.21,
2019-04-11,185.03,66.83,7.71,,15.14,
2019-04-12,185.83,67.75,7.81,,15.44,
2019-04-15,185.86,67.25,7.82,,15.44,
2019-04-16,186.5,69.4,7.89,,15.66,
2019-04-17,187.15,70.55,7.97,,15.91,
2019-04-18,187.39,70.56,7.99,,16.04,
2019-04-22,187.92,70.51,8.06,,16.14,
2019-04-23,190.31,71.24,8.37,,16.69,
2019-04-24,189.71,71.9,8.29,,16.7,
2019-04-25,190.48,70.63,8.38,,16.66,
2019-04-26,190.65,70.05,8.41,,16.47,
2019-04-29,191.02,69.97,8.45,,16.48,
2019-04-30,189.54,70.52,8.26,,16.58,
2019-05-01,188.93,69.96,8.17,,16.46,
2019-05-02,188.11,70.63,8.07,,16.18,
2019-05-03,191.11,71.18,8.45,,16.64,
2019-05-06,189.94,70.02,8.3,,16.26,
2019-05-07,186.24,68.3,7.81,,15.19,
2019-05-08,185.77,67.72,7.74,,15.14,
2019-05-09,184.77,66.97,7.62,,14.83,
2019-05-10,185.0,67.07,7.64,,14.95,
2019-05-13,178.58,63.93,6.85,,13.27,
2019-05-14,180.54,65.4,7.07,,13.91,
2019-05-15,183.09,65.91,7.36,,14.33,
2019-05-16,184.93,64.87,7.59,,14.78,
2019-05-17,183.04,63.6,7.36,,14.4,
2019-05-20,179.95,61.07,6.99,,13.63,
2019-05-21,181.83,62.32,7.2,,14.12,
2019-05-22,181.02,61.0,7.1,,13.9,
2019-05-23,178.25,60.05,6.77,,13.17,
2019-05-24,178.16,59.53,6.76,,13.18,
2019-05-28,177.49,59.02,6.68,,13.03,
2019-05-29,176.03,59.23,6.52,,12.81,
2019-05-30,176.77,59.73,6.59,,13.04,
2019-05-31,173.95,58.84,6.28,,12.4,
2019-06-03,170.12,58.98,5.88,,11.73,
2019-06-04,174.91,61.56,6.35,,12.9,
2019-06-05,176.21,61.12,6.49,,13.44,
2019-06-06,177.61,61.96,6.64,,13.89,
2019-06-07,181.04,62.66,7.02,,14.65,
2019-06-10,183.15,64.19,7.28,,15.08,
2019-06-11,183.4,64.45,7.3,,15.1,
2019-06-12,182.34,62.95,7.18,,14.84,
2019-06-13,183.42,63.25,7.3,,14.97,
2019-06-14,182.64,61.66,7.2,,14.56,
2019-06-17,183.74,60.95,7.34,,14.64,
2019-06-18,186.41,63.59,7.65,,15.4,
2019-06-19,187.11,63.72,7.74,,15.58,
2019-06-20,188.85,64.25,7.95,,16.23,
2019-06-21,188.57,63.89,7.92,,16.01,
2019-06-24,188.16,63.95,7.92,,16.09,
2019-06-25,184.93,63.07,7.51,,15.2,
2019-06-26,185.79,65.11,7.61,,15.69,
2019-06-27,186.5,66.05,7.69,,15.81,
2019-06-28,186.74,66.14,7.72,,15.86,
2019-07-01,189.26,67.8,8.03,,16.58,
2019-07-02,190.01,66.96,8.13,,16.7,
2019-07-03,191.44,66.65,8.31,,17.04,
2019-07-05,191.05,66.27,8.25,,16.98,
2019-07-08,189.71,65.76,8.08,,16.57,
2019-07-09,190.66,66.17,8.2,,16.73,
2019-07-10,192.56,66.7,8.44,,17.11,
2019-07-11,192.42,66.89,8.42,,17.31,
2019-07-12,193.53,68.1,8.56,,17.7,
2019-07-15,194.15,68.7,8.63,,17.84,
2019-07-16,193.15,67.97,8.51,,17.35,
2019-07-17,192.2,68.17,8.39,,17.23,
2019-07-18,192.42,69.16,8.42,,17.62,
2019-07-19,191.01,69.08,8.22,,17.32,
2019-07-22,192.53,70.4,8.41,,17.97,
2019-07-23,193.79,71.3,8.57,,18.24,
2019-07-24,195.15,73.48,8.76,,18.71,
2019-07-25,193.3,72.24,8.51,,18.26,
2019-07-26,195.29,72.22,8.76,,18.58,
2019-07-29,194.62,72.42,8.68,,18.56,
2019-07-30,193.78,72.26,8.56,,18.18,
2019-07-31,191.1,69.86,8.2,,17.34,
2019-08-01,190.15,68.48,8.09,,17.1,
2019-08-02,187.35,67.47,7.72,,16.19,
2019-08-05,180.73,64.56,6.91,,14.21,
2019-08-06,183.26,65.38,7.19,,14.93,
2019-08-07,184.25,65.79,7.29,,15.2,
2019-08-08,188.26,67.62,7.78,,16.3,
2019-08-09,186.49,66.44,7.55,,15.72,
2019-08-12,184.35,65.57,7.29,,15.1,
2019-08-13,188.39,67.5,7.77,,16.22,
2019-08-14,182.76,65.43,7.08,,14.76,
2019-08-15,182.55,65.31,7.05,,14.67,
2019-08-16,185.48,67.05,7.37,,15.47,
2019-08-19,188.43,68.28,7.72,,16.19,
2019-08-20,186.97,68.03,7.56,,15.96,
2019-08-21,188.63,68.58,7.75,,16.48,
2019-08-22,188.02,68.58,7.68,,16.37,
2019-08-23,182.07,65.6,6.97,,14.77,
2019-08-26,184.82,66.16,7.26,,15.36,
2019-08-27,184.43,65.91,7.21,,15.28,
2019-08-28,185.09,66.33,7.28,,15.32,
2019-08-29,187.92,67.92,7.61,,16.12,
2019-08-30,187.47,68.24,7.56,,16.08,
2019-09-03,185.65,67.12,7.34,,15.52,
2019-09-04,188.33,68.92,7.65,,16.32,
2019-09-05,191.78,71.04,8.07,,17.35,
2019-09-06,191.59,71.23,8.05,,17.26,
2019-09-09,191.19,71.49,8.0,,16.89,
2019-09-10,190.64,71.81,7.93,,16.62,
2019-09-11,192.43,72.89,8.15,,17.12,
2019-09-12,193.23,73.05,8.25,,17.39,
2019-09-13,192.54,72.91,8.16,,17.02,
2019-09-16,191.68,72.44,8.05,,16.9,
2019-09-17,192.6,72.6,8.15,,17.08,
2019-09-18,192.52,72.73,8.15,,17.11,
2019-09-19,192.84,72.25,8.19,,17.22,
2019-09-20,190.8,70.92,7.93,,16.6,
2019-09-23,190.5,71.76,7.93,,16.74,
2019-09-24,187.97,70.26,7.62,,16.22,
2019-09-25,190.08,71.44,7.86,,16.8,
2019-09-26,189.38,71.53,7.79,,16.84,
2019-09-27,187.03,69.85,7.5,,16.18,
2019-09-30,188.81,70.47,7.7,,16.68,
2019-10-01,187.27,69.81,7.52,,16.24,
2019-10-02,184.05,68.79,7.13,,15.29,
2019-10-03,186.07,70.0,7.37,,15.86,
2019-10-04,188.81,71.16,7.68,,16.64,
2019-10-07,188.24,70.75,7.61,,16.43,
2019-10-08,185.42,68.56,7.26,,15.55,
2019-10-09,187.23,69.68,7.48,,16.21,
2019-10-10,188.68,70.36,7.64,,16.52,
2019-10-11,191.11,72.02,7.93,,17.2,
2019-10-14,191.09,72.01,7.94,,17.2,
2019-10-15,193.52,73.59,8.24,,17.76,
2019-10-16,193.04,72.55,8.18,,17.41,
2019-10-17,193.55,72.67,8.23,,17.27,
2019-10-18,191.69,71.9,8.0,,16.76,
2019-10-21,193.39,73.32,8.21,,17.33,
2019-10-22,191.85,72.68,8.02,,16.62,
2019-10-23,192.22,71.28,8.06,,16.67,
2019-10-24,194.09,73.04,8.29,,17.37,
2019-10-25,195.64,74.57,8.48,,17.98,
2019-10-28,197.57,75.92,8.74,,18.66,
2019-10-29,196.04,75.14,8.53,,18.15,
2019-10-30,196.99,75.16,8.65,,18.5,
2019-10-31,197.08,74.78,8.66,,18.45,
2019-11-01,198.87,76.5,8.9,,19.1,
2019-11-04,200.1,78.2,9.06,,19.4,
2019-11-05,200.21,78.25,9.07,,19.32,
2019-11-06,199.76,77.72,9.01,,19.34,
2019-11-07,200.43,78.19,9.1,,19.75,
2019-11-08,201.23,78.59,9.21,,20.08,
2019-11-11,200.96,78.26,9.17,,20.12,
2019-11-12,201.54,78.42,9.24,,20.29,
2019-11-13,201.59,78.51,9.23,,20.46,
2019-11-14,201.43,78.25,9.23,,20.38,
2019-11-15,202.91,78.96,9.4,,20.86,
2019-11-18,203.07,78.78,9.45,,21.05,
2019-11-19,203.37,78.39,9.49,,21.18,
2019-11-20,202.15,77.47,9.32,,20.76,
2019-11-21,201.7,76.64,9.25,,20.48,
2019-11-22,201.83,76.56,9.27,,20.4,
2019-11-25,204.22,78.4,9.6,,21.26,
2019-11-26,204.61,78.1,9.65,,21.28,
2019-11-27,206.04,78.67,9.85,,21.65,
2019-11-29,205.1,77.82,9.72,,21.43,
2019-12-02,203.0,76.63,9.4,,20.57,
2019-12-03,201.41,75.44,9.19,,20.04,
2019-12-04,202.43,76.63,9.33,,20.25,
2019-12-05,202.83,77.02,9.38,,20.45,
2019-12-06,205.0,78.13,9.67,,21.14,
2019-12-09,204.07,77.77,9.55,,20.81,
2019-12-10,203.9,78.1,9.53,,20.83,
2019-12-11,204.98,79.7,9.67,,21.25,
2019-12-12,206.51,81.86,9.89,,21.94,
2019-12-13,207.19,81.5,9.98,,22.39,
2019-12-16,209.27,81.99,10.27,,22.96,
2019-12-17,209.39,82.36,10.28,,22.81,
2019-12-18,209.55,82.32,10.31,,22.81,
2019-12-19,210.86,82.98,10.52,,23.26,
2019-12-20,211.71,83.77,10.64,,23.63,
2019-12-23,211.81,84.04,10.72,,23.88,
2019-12-24,211.92,84.18,10.73,,23.9,
2019-12-26,213.79,84.27,11.01,,24.4,
2019-12-27,213.61,84.11,10.98,,24.43,
2019-12-30,212.21,83.47,10.76,,24.0,
2019-12-31,212.61,83.7,10.82,,24.17,
2020-01-02,216.16,85.43,11.35,,25.52,
2020-01-03,214.18,83.84,11.05,,24.71,
2020-01-06,215.56,82.96,11.26,,24.89,
2020-01-07,215.53,84.49,11.24,,24.8,
2020-01-08,217.15,84.41,11.5,,25.62,
2020-01-09,218.99,84.95,11.79,,26.48,
2020-01-10,218.43,84.45,11.69,,26.3,
2020-01-13,220.95,85.44,12.1,,27.37,
2020-01-14,220.08,85.63,11.96,,26.85,
2020-01-15,220.17,84.72,11.97,,26.96,
2020-01-16,222.28,86.06,12.3,,28.06,
2020-01-17,223.38,86.71,12.49,,28.62,
2020-01-21,223.28,86.66,12.48,,28.58,
2020-01-22,223.87,87.24,12.57,,28.89,
2020-01-23,224.59,87.9,12.68,,29.3,
2020-01-24,222.7,86.97,12.35,,28.83,
2020-01-27,218.1,83.65,11.59,,26.8,
2020-01-28,221.45,85.59,12.13,,28.29,
2020-01-29,221.81,84.01,12.17,,28.47,
2020-01-30,222.6,84.02,12.31,,29.26,
2020-01-31,219.07,81.02,11.7,,26.84,
2020-02-03,222.38,81.93,12.24,,27.88,
2020-02-04,227.47,84.49,13.08,,30.11,
2020-02-05,228.22,86.43,13.23,,30.64,
2020-02-06,230.19,86.48,13.55,,31.43,
2020-02-07,229.2,84.44,13.38,,30.6,
2020-02-10,231.97,85.63,13.86,,31.8,
2020-02-11,232.01,87.36,13.87,,31.49,
2020-02-12,234.27,88.7,14.28,,32.48,
2020-02-13,233.97,88.8,14.22,,32.24,
2020-02-14,234.64,88.5,14.32,,32.65,
2020-02-18,234.73,87.36,14.34,,32.32,
2020-02-19,236.98,89.57,14.76,,33.38,
2020-02-20,234.78,88.27,14.34,,32.38,
2020-02-21,230.27,85.64,13.52,,30.19,
2020-02-24,221.39,81.54,11.96,,26.39,
2020-02-25,215.37,79.11,10.99,,23.89,
2020-02-26,216.48,79.22,11.14,,24.13,
2020-02-27,205.64,75.56,9.48,,20.21,
2020-02-28,205.8,77.26,9.62,,20.76,
2020-03-02,216.42,80.0,10.94,,24.32,
2020-03-03,209.48,77.18,9.91,,21.47,
2020-03-04,218.22,81.13,11.11,,24.33,
2020-03-05,211.59,78.68,10.14,,21.96,
2020-03-06,208.02,76.96,9.6,,20.61,
2020-03-09,193.57,70.39,7.65,,16.0,
2020-03-10,204.11,75.01,8.85,,19.04,
2020-03-11,195.22,70.81,7.71,,16.42,
2020-03-12,177.32,63.04,5.59,,11.58,
2020-03-13,192.34,69.81,7.11,,15.7,
2020-03-16,169.3,59.18,4.66,,10.02,
2020-03-17,182.14,64.38,5.41,,10.88,
2020-03-18,176.6,59.09,4.91,,9.84,
2020-03-19,177.66,60.61,5.03,,9.72,
2020-03-20,170.7,58.89,4.44,,8.52,
2020-03-23,170.46,60.99,4.45,,8.31,
2020-03-24,183.66,67.59,5.45,,10.7,
2020-03-25,182.3,66.48,5.32,,10.64,
2020-03-26,191.9,70.95,6.18,,12.61,
2020-03-27,185.3,67.43,5.54,,10.97,
2020-03-30,192.04,69.77,6.12,,12.29,
2020-03-31,190.4,68.4,5.95,,11.62,
2020-04-01,182.31,64.66,5.22,,9.97,
2020-04-02,186.01,66.59,5.53,,10.65,
2020-04-03,183.37,65.33,5.3,,10.13,
2020-04-06,196.48,71.99,6.41,,12.72,
2020-04-07,196.4,71.73,6.4,,12.43,
2020-04-08,200.57,74.13,6.81,,13.38,
2020-04-09,200.86,72.53,6.83,,13.4,
2020-04-13,203.03,73.35,7.07,,13.51,
2020-04-14,211.86,76.73,7.99,,15.2,
2020-04-15,209.43,74.45,7.72,,14.23,
2020-04-16,213.25,76.54,8.14,,14.68,
2020-04-17,215.29,77.13,8.34,,15.3,
2020-04-20,212.74,75.46,8.07,,14.52,
2020-04-21,204.89,71.76,7.18,,12.71,
2020-04-22,210.97,76.1,7.81,,14.17,
2020-04-23,210.52,75.34,7.76,,13.88,
2020-04-24,213.84,76.91,8.14,,14.72,
2020-04-27,215.56,77.94,8.3,,15.16,
2020-04-28,211.5,77.53,7.85,,14.54,
2020-04-29,219.0,81.21,8.66,,16.33,
2020-04-30,218.91,78.35,8.72,,16.09,
2020-05-01,212.74,74.53,7.94,,14.72,
2020-05-04,215.22,75.15,8.22,,15.3,
2020-05-05,217.66,76.41,8.48,,16.03,
2020-05-06,219.0,77.35,8.65,,16.34,
2020-05-07,221.82,78.04,8.99,,17.13,
2020-05-08,224.86,80.35,9.35,,17.85,
2020-05-11,226.87,80.27,9.58,,18.23,
2020-05-12,222.12,78.14,9.01,,17.04,
2020-05-13,219.34,76.63,8.67,,16.15,
2020-05-14,221.83,78.68,8.96,,16.82,
2020-05-15,223.27,77.06,9.11,,17.01,
2020-05-18,227.43,80.6,9.64,,18.29,
2020-05-19,226.86,80.33,9.56,,18.08,
2020-05-20,231.39,83.29,10.12,,19.23,
2020-05-21,228.87,81.2,9.81,,18.51,
2020-05-22,229.66,81.56,9.9,,18.67,
2020-05-26,229.04,82.41,9.86,,18.67,
2020-05-27,230.29,83.68,10.0,,18.94,
2020-05-28,229.99,81.86,9.94,,18.79,
2020-05-29,233.36,83.95,10.35,,19.47,
2020-06-01,234.06,83.5,10.47,,19.49,100.01
2020-06-02,235.63,85.3,10.68,,20.05,100.01
2020-06-03,236.69,87.77,10.83,,20.51,100.01
2020-06-04,235.03,88.57,10.61,,20.0,100.01
2020-06-05,239.69,90.74,11.24,,21.55,100.01
2020-06-08,241.55,90.55,11.49,,21.93,100.01
2020-06-09,243.3,90.62,11.74,,22.2,100.01
2020-06-10,246.22,90.94,12.17,,23.38,100.01
2020-06-11,234.02,85.16,10.38,,19.33,100.01
2020-06-12,235.88,86.32,10.6,,20.0,100.01
2020-06-15,238.75,87.3,10.97,,20.59,100.01
2020-06-16,242.85,89.0,11.55,,21.99,100.01
2020-06-17,243.62,89.69,11.67,,21.95,100.02
2020-06-18,244.28,89.53,11.76,,22.27,100.02
2020-06-19,244.24,89.09,11.74,,21.8,100.03
2020-06-22,246.74,89.75,12.16,,23.02,100.02
2020-06-23,248.84,90.07,12.48,,23.52,100.02
2020-06-24,243.71,88.09,11.74,,21.91,100.02
2020-06-25,246.03,88.72,12.05,,22.74,100.02
2020-06-26,240.22,87.06,11.19,,21.44,100.01
2020-06-29,242.84,88.01,11.54,,22.05,100.03
2020-06-30,247.6,90.29,12.21,,23.29,100.03
2020-07-01,250.49,89.13,12.64,,23.36,100.01
2020-07-02,252.19,90.22,12.91,,23.78,100.02
2020-07-06,258.39,92.61,13.86,,25.04,100.01
2020-07-07,256.61,91.51,13.59,,24.29,100.01
2020-07-08,259.99,92.75,14.11,,25.39,100.01
2020-07-09,262.18,93.98,14.46,,25.71,100.03
2020-07-10,263.97,93.67,14.77,,25.67,100.03
2020-07-13,258.54,92.13,13.86,,24.12,100.03
2020-07-14,260.37,93.65,14.15,,24.86,100.02
2020-07-15,260.9,93.49,14.22,,25.35,100.02
2020-07-16,259.12,93.14,13.91,,24.4,100.02
2020-07-17,259.42,93.61,13.98,,24.69,100.02
2020-07-20,266.78,95.46,15.17,,26.56,100.02
2020-07-21,264.0,94.97,14.69,,25.83,100.02
2020-07-22,264.93,95.28,14.85,,26.45,100.02
2020-07-23,258.01,93.83,13.69,,24.39,100.02
2020-07-24,255.56,92.35,13.29,,23.5,100.02
2020-07-27,260.12,95.23,14.0,,24.55,100.02
2020-07-28,256.81,93.39,13.47,,23.74,100.02
2020-07-29,259.77,95.31,13.93,,24.73,100.03
2020-07-30,261.13,97.19,14.16,,25.13,100.02
2020-07-31,265.79,96.8,14.92,,27.09,100.03
2020-08-03,269.38,98.55,15.48,,29.01,100.01
2020-08-04,270.38,100.0,15.68,,29.27,100.01
2020-08-05,271.05,99.9,15.81,,29.51,100.01
2020-08-06,274.64,99.84,16.41,,30.82,100.01
2020-08-07,271.47,98.73,15.87,,29.48,100.02
2020-08-10,270.31,98.73,15.66,,29.18,100.01
2020-08-11,265.19,97.7,14.77,,27.56,100.01
2020-08-12,271.86,100.86,15.88,,29.52,100.02
2020-08-13,272.48,99.85,15.99,,29.51,100.02
2020-08-14,272.16,99.79,15.94,,29.45,100.03
2020-08-17,275.32,100.92,16.47,,30.09,100.03
2020-08-18,277.97,100.38,16.95,,30.45,100.02
2020-08-19,276.1,99.81,16.62,,30.24,100.03
2020-08-20,279.93,98.93,17.3,,31.48,100.02
2020-08-21,281.87,99.6,17.67,,32.61,100.02
2020-08-24,283.63,100.63,17.99,,33.56,100.02
2020-08-25,285.86,101.61,18.41,,34.05,100.03
2020-08-26,291.96,101.94,19.59,,36.14,100.01
2020-08-27,291.05,100.78,19.41,,36.23,100.03
2020-08-28,292.53,102.64,19.71,,37.13,100.02
2020-08-31,294.88,102.41,20.17,,37.49,100.02
2020-09-01,299.92,104.44,21.22,,39.74,100.0
2020-09-02,302.76,107.47,21.82,,40.76,100.01
2020-09-03,287.41,101.47,18.47,,33.62,100.01
2020-09-04,283.58,100.42,17.7,,32.25,100.01
2020-09-08,269.95,95.73,15.2,,27.94,100.01
2020-09-09,277.88,98.33,16.51,,30.53,100.02
2020-09-10,272.34,97.0,15.55,,28.62,100.01
2020-09-11,270.45,96.97,15.21,,27.85,100.01
2020-09-14,275.16,98.91,16.0,,29.62,100.01
2020-09-15,279.06,100.62,16.68,,30.53,100.01
2020-09-16,274.61,99.68,15.88,,29.13,100.01
2020-09-17,270.32,99.63,15.15,,28.32,100.01
2020-09-18,266.87,98.07,14.56,,26.86,100.01
2020-09-21,267.51,97.89,14.73,,27.56,100.01
2020-09-22,272.48,98.9,15.54,,28.92,100.01
2020-09-23,264.16,96.27,14.1,,26.18,100.01
2020-09-24,265.39,97.08,14.31,,26.57,100.01
2020-09-25,271.56,98.42,15.31,,28.53,100.02
2020-09-28,277.2,101.13,16.22,,30.15,100.02
2020-09-29,275.95,101.36,16.05,,29.84,100.02
2020-09-30,277.84,101.54,16.36,,30.58,100.02
2020-10-01,282.25,103.71,17.13,,31.55,100.01
2020-10-02,274.31,100.6,15.72,,29.12,100.01
2020-10-05,280.16,103.74,16.71,,31.09,100.02
2020-10-06,275.16,103.25,15.81,,29.62,100.01
2020-10-07,279.92,105.23,16.64,,31.21,100.01
2020-10-08,281.41,106.53,16.89,,31.68,100.01
2020-10-09,285.71,108.4,17.64,,33.19,100.01
2020-10-12,294.53,110.01,19.28,,35.87,100.01
2020-10-13,294.52,109.82,19.28,,35.22,100.01
2020-10-14,292.06,109.37,18.81,,34.63,100.01
2020-10-15,290.1,109.08,18.42,,34.14,100.01
2020-10-16,288.51,108.56,18.14,,33.88,100.01
2020-10-19,283.8,108.01,17.24,,32.03,100.01
2020-10-20,284.41,107.84,17.35,,32.32,100.01
2020-10-21,284.19,107.11,17.3,,32.22,100.01
2020-10-22,284.18,107.16,17.31,,31.78,100.01
2020-10-23,284.74,106.78,17.41,,31.6,100.02
2020-10-26,280.47,104.47,16.62,,29.54,100.02
2020-10-27,282.66,104.06,17.01,,30.01,100.02
2020-10-28,271.64,100.65,15.02,,26.13,100.02
2020-10-29,276.39,103.2,15.78,,27.47,100.02
2020-10-30,269.38,101.83,14.68,,25.65,100.02
2020-11-02,269.98,102.19,14.69,,25.8,100.02
2020-11-03,274.65,104.12,15.43,,27.24,100.01
2020-11-04,286.91,107.76,17.51,,30.37,100.01
2020-11-05,294.39,112.6,18.86,,33.25,100.01
2020-11-06,294.61,114.43,18.92,,33.51,100.01
2020-11-09,288.59,113.1,17.77,,32.85,100.02
2020-11-10,283.42,109.71,16.81,,30.92,100.01
2020-11-11,289.76,113.66,17.94,,33.13,100.01
2020-11-12,288.4,112.26,17.68,,32.22,100.01
2020-11-13,290.93,113.63,18.14,,33.08,100.01
2020-11-16,293.2,116.46,18.56,,34.08,100.01
2020-11-17,292.27,115.5,18.39,,33.5,100.01
2020-11-18,290.11,114.64,17.96,,32.38,100.02
2020-11-19,292.38,116.33,18.41,,33.2,100.01
2020-11-20,290.38,115.79,18.03,,32.17,100.01
2020-11-23,290.39,117.44,18.04,,32.18,100.02
2020-11-24,294.47,118.08,18.77,,33.42,100.02
2020-11-25,296.28,117.82,19.13,,33.64,100.01
2020-11-27,299.01,119.22,19.65,,34.23,100.02
2020-11-30,299.62,120.6,19.75,,34.92,100.02
2020-12-01,303.46,122.59,20.53,,36.33,100.01
2020-12-02,303.85,122.95,20.61,,36.05,100.01
2020-12-03,304.28,123.11,20.69,,35.97,100.01
2020-12-04,305.52,126.47,20.95,,37.07,100.01
2020-12-07,307.25,127.11,21.3,,37.41,100.01
2020-12-08,308.29,127.52,21.5,,37.77,100.01
2020-12-09,301.31,123.93,20.06,,35.49,100.01
2020-12-10,302.52,123.75,20.31,,35.49,100.01
2020-12-11,301.85,122.55,20.16,,35.31,100.01
2020-12-14,304.04,123.67,20.59,,35.68,100.01
2020-12-15,307.29,125.39,21.23,,37.42,100.01
2020-12-16,308.98,125.46,21.59,,38.19,100.03
2020-12-17,311.0,125.69,22.03,,39.12,100.01
2020-12-18,310.06,124.95,21.79,,38.72,100.01
2020-12-21,308.92,124.39,21.71,,38.76,100.01
2020-12-22,309.76,124.21,21.88,,39.8,100.01
2020-12-23,308.2,123.27,21.55,,38.83,100.01
2020-12-24,309.56,124.37,21.83,,39.7,100.01
2020-12-28,312.68,124.24,22.49,,41.01,100.01
2020-12-29,312.96,123.92,22.55,,40.43,100.01
2020-12-30,312.97,125.99,22.55,,40.35,100.01
2020-12-31,313.74,126.39,22.73,,40.65,100.01
2021-01-04,309.31,125.86,21.73,,38.61,100.01
2021-01-05,311.86,128.44,22.28,,39.38,100.01
2021-01-06,307.54,128.02,21.35,,37.22,100.01
2021-01-07,314.98,132.85,22.9,,40.21,100.01
2021-01-08,319.03,132.92,23.78,,41.02,100.01
2021-01-11,314.42,134.27,22.73,,39.94,100.01
2021-01-12,313.92,135.08,22.64,,39.45,100.01
2021-01-13,316.04,135.3,23.08,,40.2,100.01
2021-01-14,314.35,138.17,22.72,,39.13,100.01
